flight_date,origin,destination,airline,price,currency
2025-07-28,ANF,LSC,JetSmart,17360,CLP
2025-07-05,SCL,PMC,Sky,113605,CLP
2025-08-01,PMC,IQQ,LATAM,73365,CLP
2025-07-30,PMC,IQQ,Sky,45416,CLP
2025-07-20,CJC,ANF,LATAM,29724,CLP
2025-07-05,CJC,ANF,JetSmart,21522,CLP
2025-07-04,IQQ,CJC,JetSmart,54618,CLP
2025-08-09,SCL,LSC,JetSmart,37184,CLP
2025-08-15,PMC,SCL,Sky,67067,CLP
2025-08-08,PMC,IQQ,JetSmart,23960,CLP
2025-07-29,PMC,ANF,LATAM,54269,CLP
2025-08-05,CJC,ANF,JetSmart,83140,CLP
2025-07-02,ANF,SCL,Sky,77184,CLP
2025-07-16,CJC,LSC,Sky,77849,CLP
2025-07-05,PMC,CJC,Sky,127312,CLP
2025-07-11,SCL,ANF,JetSmart,110399,CLP
2025-08-03,SCL,CJC,JetSmart,129882,CLP
2025-07-04,PMC,SCL,Sky,49091,CLP
2025-08-11,SCL,CJC,LATAM,101573,CLP
2025-07-10,LSC,SCL,Sky,146823,CLP
2025-08-13,IQQ,LSC,Sky,134707,CLP
2025-08-03,PMC,ANF,Sky,15151,CLP
2025-08-12,SCL,LSC,JetSmart,81700,CLP
2025-08-06,ANF,SCL,LATAM,141829,CLP
2025-07-22,ANF,IQQ,LATAM,70775,CLP
2025-08-08,CJC,IQQ,Sky,66298,CLP
2025-07-29,PMC,SCL,LATAM,40872,CLP
2025-07-19,SCL,LSC,Sky,43395,CLP
2025-07-09,PMC,SCL,LATAM,148277,CLP
2025-08-14,LSC,ANF,LATAM,63875,CLP
2025-07-25,IQQ,PMC,JetSmart,62541,CLP
2025-07-19,SCL,PMC,JetSmart,29104,CLP
2025-08-04,CJC,SCL,JetSmart,127372,CLP
2025-07-09,PMC,CJC,LATAM,82639,CLP
2025-08-10,CJC,ANF,JetSmart,72794,CLP
2025-07-01,PMC,SCL,Sky,70669,CLP
2025-07-05,SCL,IQQ,Sky,134286,CLP
2025-07-20,IQQ,ANF,Sky,77235,CLP
2025-07-01,LSC,ANF,Sky,45362,CLP
2025-08-12,IQQ,ANF,LATAM,99575,CLP
2025-08-14,LSC,SCL,Sky,85767,CLP
2025-07-17,SCL,LSC,LATAM,83937,CLP
2025-08-01,CJC,PMC,LATAM,109884,CLP
2025-07-14,SCL,PMC,LATAM,63508,CLP
2025-08-12,CJC,ANF,JetSmart,80685,CLP
2025-07-17,CJC,PMC,LATAM,100196,CLP
2025-07-01,ANF,LSC,Sky,129017,CLP
2025-07-10,IQQ,CJC,Sky,42072,CLP
2025-07-02,CJC,SCL,Sky,122389,CLP
2025-07-06,IQQ,CJC,LATAM,73040,CLP
2025-08-15,LSC,CJC,LATAM,81295,CLP
2025-07-06,IQQ,PMC,LATAM,93901,CLP
2025-07-16,PMC,SCL,LATAM,31102,CLP
2025-07-15,SCL,CJC,Sky,97699,CLP
2025-08-08,PMC,LSC,LATAM,21546,CLP
2025-07-15,PMC,CJC,Sky,96828,CLP
2025-07-15,SCL,CJC,LATAM,111053,CLP
2025-07-04,IQQ,ANF,JetSmart,53252,CLP
2025-08-02,IQQ,SCL,Sky,88975,CLP
2025-07-29,ANF,CJC,JetSmart,25604,CLP
2025-08-09,LSC,PMC,LATAM,16155,CLP
2025-08-04,PMC,LSC,Sky,32529,CLP
2025-07-19,PMC,CJC,LATAM,128648,CLP
2025-08-15,ANF,CJC,LATAM,101992,CLP
2025-08-03,SCL,ANF,LATAM,70522,CLP
2025-07-12,ANF,IQQ,Sky,85408,CLP
2025-07-17,IQQ,PMC,JetSmart,132019,CLP
2025-07-29,CJC,ANF,LATAM,18882,CLP
2025-07-07,ANF,IQQ,Sky,72006,CLP
2025-08-08,IQQ,ANF,Sky,49522,CLP
2025-07-06,IQQ,LSC,Sky,33418,CLP
2025-07-17,CJC,ANF,JetSmart,141257,CLP
2025-07-23,LSC,SCL,Sky,87738,CLP
2025-07-05,SCL,LSC,JetSmart,119191,CLP
2025-07-18,ANF,SCL,Sky,127994,CLP
2025-07-30,ANF,LSC,JetSmart,88186,CLP
2025-07-11,ANF,SCL,LATAM,48999,CLP
2025-07-09,IQQ,PMC,JetSmart,40578,CLP
2025-08-08,LSC,IQQ,Sky,53039,CLP
2025-07-29,LSC,CJC,Sky,93691,CLP
2025-07-20,IQQ,CJC,JetSmart,147314,CLP
2025-07-24,SCL,CJC,Sky,82614,CLP
2025-08-06,IQQ,LSC,Sky,123158,CLP
2025-07-27,PMC,IQQ,LATAM,75005,CLP
2025-07-18,ANF,IQQ,JetSmart,131226,CLP
2025-07-26,SCL,LSC,JetSmart,33985,CLP
2025-07-10,CJC,PMC,Sky,102828,CLP
2025-08-11,ANF,SCL,Sky,109306,CLP
2025-07-09,PMC,CJC,JetSmart,125108,CLP
2025-08-05,IQQ,LSC,Sky,53194,CLP
2025-07-28,IQQ,LSC,Sky,57380,CLP
2025-08-12,SCL,LSC,LATAM,135272,CLP
2025-07-10,SCL,CJC,LATAM,54127,CLP
2025-07-30,PMC,CJC,Sky,38083,CLP
2025-07-03,SCL,PMC,JetSmart,110440,CLP
2025-07-09,PMC,LSC,JetSmart,64552,CLP
2025-08-04,CJC,IQQ,LATAM,137513,CLP
2025-07-07,SCL,ANF,JetSmart,75116,CLP
2025-08-01,CJC,IQQ,LATAM,70348,CLP
2025-07-30,CJC,PMC,Sky,119852,CLP
2025-07-11,IQQ,CJC,JetSmart,81357,CLP
2025-08-14,IQQ,LSC,JetSmart,69386,CLP
2025-07-04,CJC,IQQ,LATAM,91037,CLP
2025-07-05,PMC,IQQ,JetSmart,45401,CLP
2025-08-06,LSC,SCL,JetSmart,66585,CLP
2025-08-11,PMC,ANF,Sky,125878,CLP
2025-07-06,ANF,IQQ,LATAM,47101,CLP
2025-08-09,LSC,CJC,JetSmart,15880,CLP
2025-07-01,LSC,PMC,Sky,105970,CLP
2025-07-07,IQQ,CJC,LATAM,16635,CLP
2025-08-04,PMC,CJC,Sky,23686,CLP
2025-08-08,LSC,ANF,LATAM,87934,CLP
2025-08-06,LSC,PMC,LATAM,52007,CLP
2025-07-19,IQQ,SCL,LATAM,35024,CLP
2025-07-09,CJC,ANF,JetSmart,60443,CLP
2025-08-02,IQQ,PMC,LATAM,100141,CLP
2025-07-14,LSC,ANF,JetSmart,78083,CLP
2025-07-22,PMC,CJC,Sky,113726,CLP
2025-08-08,LSC,IQQ,Sky,55440,CLP
2025-07-07,SCL,LSC,LATAM,107716,CLP
2025-08-12,IQQ,ANF,JetSmart,144101,CLP
2025-07-30,SCL,PMC,Sky,128695,CLP
2025-07-31,IQQ,SCL,JetSmart,115905,CLP
2025-07-03,SCL,PMC,JetSmart,103195,CLP
2025-08-07,IQQ,ANF,Sky,46493,CLP
2025-07-03,IQQ,SCL,JetSmart,28356,CLP
2025-07-10,PMC,IQQ,JetSmart,84694,CLP
2025-08-07,ANF,CJC,Sky,144743,CLP
2025-08-11,PMC,ANF,JetSmart,115859,CLP
2025-08-07,PMC,LSC,LATAM,125783,CLP
2025-08-07,CJC,PMC,Sky,118017,CLP
2025-08-03,ANF,PMC,JetSmart,107042,CLP
2025-07-22,LSC,IQQ,JetSmart,131055,CLP
2025-08-06,ANF,PMC,JetSmart,109153,CLP
2025-07-10,SCL,IQQ,Sky,106563,CLP
2025-08-07,ANF,PMC,JetSmart,19753,CLP
2025-07-13,IQQ,SCL,LATAM,142012,CLP
2025-07-18,IQQ,SCL,LATAM,25661,CLP
2025-07-27,PMC,ANF,JetSmart,114299,CLP
2025-07-21,IQQ,CJC,JetSmart,18096,CLP
2025-08-06,IQQ,CJC,Sky,78145,CLP
2025-08-14,LSC,SCL,JetSmart,19476,CLP
2025-07-20,IQQ,LSC,Sky,24706,CLP
2025-07-22,IQQ,SCL,LATAM,31415,CLP
2025-07-03,ANF,PMC,JetSmart,73281,CLP
2025-08-08,LSC,ANF,LATAM,95159,CLP
2025-07-08,IQQ,LSC,JetSmart,149326,CLP
2025-07-07,SCL,PMC,LATAM,67021,CLP
2025-07-20,IQQ,CJC,Sky,116622,CLP
2025-08-10,CJC,ANF,LATAM,57555,CLP
2025-08-09,CJC,LSC,Sky,141976,CLP
2025-07-28,IQQ,PMC,LATAM,143467,CLP
2025-08-04,IQQ,PMC,JetSmart,47744,CLP
2025-08-11,ANF,IQQ,Sky,61304,CLP
2025-07-13,CJC,IQQ,JetSmart,69490,CLP
2025-08-15,SCL,ANF,Sky,31573,CLP
2025-07-04,SCL,CJC,LATAM,56366,CLP
2025-08-05,LSC,SCL,JetSmart,31451,CLP
2025-08-08,LSC,ANF,Sky,67409,CLP
2025-08-13,IQQ,LSC,Sky,42805,CLP
2025-07-11,LSC,PMC,Sky,36316,CLP
2025-07-26,PMC,LSC,LATAM,87307,CLP
2025-07-19,PMC,ANF,Sky,25389,CLP
2025-07-30,SCL,PMC,LATAM,17267,CLP
2025-07-05,IQQ,LSC,Sky,90088,CLP
2025-08-05,CJC,SCL,Sky,135393,CLP
2025-07-26,SCL,PMC,LATAM,107142,CLP
2025-07-15,CJC,SCL,JetSmart,20302,CLP
2025-08-11,LSC,CJC,Sky,37397,CLP
2025-07-28,PMC,LSC,LATAM,64443,CLP
2025-07-19,CJC,LSC,JetSmart,83865,CLP
2025-07-16,LSC,PMC,JetSmart,141764,CLP
2025-07-23,PMC,ANF,Sky,134818,CLP
2025-08-13,PMC,IQQ,JetSmart,77778,CLP
2025-08-08,CJC,LSC,Sky,138145,CLP
2025-08-05,CJC,ANF,LATAM,87925,CLP
2025-07-16,CJC,SCL,LATAM,69192,CLP
2025-08-02,CJC,SCL,LATAM,111631,CLP
2025-07-18,IQQ,CJC,LATAM,30297,CLP
2025-08-12,ANF,CJC,Sky,143364,CLP
2025-07-17,LSC,ANF,LATAM,57518,CLP
2025-07-12,CJC,LSC,LATAM,19301,CLP
2025-07-21,CJC,ANF,JetSmart,86496,CLP
2025-07-12,LSC,CJC,LATAM,26663,CLP
2025-07-14,ANF,PMC,Sky,126769,CLP
2025-07-10,ANF,LSC,Sky,48303,CLP
2025-08-08,SCL,ANF,JetSmart,112267,CLP
2025-07-03,SCL,IQQ,JetSmart,51981,CLP
2025-07-30,PMC,CJC,LATAM,46440,CLP
2025-08-13,ANF,IQQ,Sky,92405,CLP
2025-08-09,IQQ,CJC,JetSmart,121416,CLP
2025-08-09,PMC,ANF,LATAM,26236,CLP
2025-07-28,SCL,PMC,LATAM,137592,CLP
2025-07-10,PMC,LSC,JetSmart,18829,CLP
2025-07-17,ANF,LSC,LATAM,74060,CLP
2025-07-24,SCL,PMC,Sky,74903,CLP
2025-07-19,ANF,LSC,LATAM,136810,CLP
2025-07-01,PMC,CJC,JetSmart,30332,CLP
2025-07-18,CJC,ANF,Sky,62666,CLP
2025-07-16,SCL,LSC,Sky,70654,CLP
2025-08-08,PMC,LSC,Sky,89684,CLP
2025-07-13,ANF,CJC,JetSmart,19692,CLP
2025-08-15,ANF,PMC,Sky,36114,CLP
2025-07-05,IQQ,SCL,LATAM,80387,CLP
2025-07-23,IQQ,PMC,Sky,47124,CLP
2025-08-05,CJC,ANF,JetSmart,104971,CLP
2025-07-28,ANF,PMC,Sky,25428,CLP
2025-07-10,IQQ,PMC,JetSmart,72967,CLP
2025-07-17,CJC,PMC,JetSmart,44730,CLP
2025-07-10,LSC,PMC,JetSmart,19307,CLP
2025-07-30,IQQ,PMC,JetSmart,134139,CLP
2025-07-05,PMC,ANF,LATAM,50908,CLP
2025-07-06,IQQ,SCL,LATAM,44254,CLP
2025-07-24,SCL,LSC,JetSmart,102536,CLP
2025-07-10,LSC,IQQ,JetSmart,95419,CLP
2025-07-21,ANF,IQQ,Sky,126258,CLP
2025-08-01,LSC,PMC,JetSmart,126804,CLP
2025-07-27,SCL,LSC,JetSmart,102318,CLP
2025-08-05,CJC,LSC,Sky,105771,CLP
2025-07-02,ANF,CJC,JetSmart,135712,CLP
2025-07-03,PMC,CJC,LATAM,17406,CLP
2025-07-08,ANF,PMC,JetSmart,109692,CLP
2025-08-02,SCL,ANF,Sky,46598,CLP
2025-07-09,CJC,ANF,Sky,36471,CLP
2025-07-06,ANF,CJC,JetSmart,91310,CLP
2025-07-09,SCL,IQQ,LATAM,144484,CLP
2025-07-27,SCL,LSC,LATAM,101932,CLP
2025-08-07,IQQ,ANF,LATAM,56326,CLP
2025-07-29,PMC,IQQ,Sky,146033,CLP
2025-08-08,IQQ,PMC,LATAM,37864,CLP
2025-08-04,SCL,IQQ,JetSmart,43724,CLP
2025-08-09,CJC,ANF,JetSmart,40167,CLP
2025-07-12,SCL,IQQ,JetSmart,113246,CLP
2025-08-15,LSC,ANF,JetSmart,110523,CLP
2025-07-12,LSC,CJC,LATAM,123547,CLP
2025-07-20,ANF,LSC,JetSmart,106153,CLP
2025-07-25,IQQ,PMC,JetSmart,87032,CLP
2025-07-25,PMC,ANF,LATAM,37745,CLP
2025-07-04,IQQ,CJC,LATAM,39614,CLP
2025-08-14,PMC,LSC,Sky,52213,CLP
2025-08-09,PMC,CJC,Sky,69967,CLP
2025-08-10,PMC,LSC,LATAM,39688,CLP
2025-08-02,CJC,LSC,Sky,70044,CLP
2025-07-28,SCL,IQQ,JetSmart,24189,CLP
2025-07-26,ANF,LSC,Sky,139306,CLP
2025-07-11,SCL,ANF,JetSmart,53372,CLP
2025-08-02,CJC,IQQ,LATAM,139514,CLP
2025-07-29,IQQ,CJC,Sky,147279,CLP
2025-08-11,IQQ,LSC,Sky,84055,CLP
2025-07-16,SCL,ANF,LATAM,99955,CLP
2025-07-02,SCL,ANF,JetSmart,137520,CLP
2025-08-13,IQQ,CJC,LATAM,72608,CLP
2025-08-01,ANF,LSC,JetSmart,32930,CLP
2025-07-09,PMC,IQQ,Sky,102894,CLP
2025-07-26,CJC,ANF,LATAM,76343,CLP
2025-07-09,SCL,IQQ,Sky,48497,CLP
2025-07-21,ANF,IQQ,Sky,54828,CLP
2025-07-06,SCL,IQQ,LATAM,144308,CLP
2025-07-11,CJC,LSC,JetSmart,36642,CLP
2025-08-12,CJC,LSC,LATAM,122217,CLP
2025-08-09,IQQ,LSC,JetSmart,45863,CLP
2025-07-14,SCL,CJC,Sky,107640,CLP
2025-07-04,ANF,LSC,LATAM,62608,CLP
2025-07-26,IQQ,CJC,Sky,24175,CLP
2025-07-19,LSC,SCL,JetSmart,79344,CLP
2025-08-10,IQQ,LSC,LATAM,16681,CLP
2025-07-25,PMC,CJC,JetSmart,114992,CLP
2025-08-13,PMC,ANF,Sky,143420,CLP
2025-07-11,SCL,CJC,Sky,48501,CLP
2025-07-27,SCL,IQQ,JetSmart,52413,CLP
2025-07-13,CJC,IQQ,JetSmart,32279,CLP
2025-08-10,IQQ,CJC,JetSmart,36944,CLP
2025-07-08,ANF,IQQ,Sky,141815,CLP
2025-07-13,SCL,ANF,JetSmart,137819,CLP
2025-08-02,ANF,CJC,Sky,83790,CLP
2025-07-30,ANF,LSC,LATAM,43203,CLP
2025-07-16,CJC,SCL,JetSmart,44006,CLP
2025-07-27,SCL,ANF,JetSmart,22069,CLP
2025-07-21,CJC,SCL,JetSmart,148245,CLP
2025-07-30,ANF,SCL,JetSmart,127626,CLP
2025-08-11,ANF,CJC,LATAM,42102,CLP
2025-07-16,SCL,PMC,Sky,55277,CLP
2025-07-11,SCL,PMC,Sky,36501,CLP
2025-08-14,SCL,IQQ,LATAM,34262,CLP
2025-07-09,PMC,LSC,JetSmart,118666,CLP
2025-07-22,SCL,PMC,LATAM,57066,CLP
2025-07-22,LSC,IQQ,Sky,25034,CLP
2025-07-04,SCL,PMC,JetSmart,32650,CLP
2025-07-25,ANF,LSC,Sky,34428,CLP
2025-07-17,PMC,CJC,JetSmart,50051,CLP
2025-08-11,ANF,SCL,JetSmart,86781,CLP
2025-07-17,CJC,PMC,JetSmart,127260,CLP
2025-07-15,ANF,IQQ,JetSmart,22103,CLP
2025-07-05,SCL,IQQ,LATAM,100390,CLP
2025-08-10,LSC,CJC,LATAM,98535,CLP
2025-08-13,ANF,CJC,LATAM,136574,CLP
2025-07-09,SCL,CJC,Sky,69560,CLP
2025-07-31,SCL,CJC,Sky,77369,CLP
2025-08-15,LSC,IQQ,LATAM,15081,CLP
2025-08-05,CJC,LSC,Sky,78299,CLP
2025-07-31,SCL,ANF,LATAM,94032,CLP
2025-07-27,PMC,IQQ,LATAM,113018,CLP
2025-07-11,IQQ,CJC,JetSmart,131750,CLP
2025-07-06,ANF,LSC,JetSmart,113824,CLP
2025-08-13,IQQ,ANF,Sky,105348,CLP
2025-07-04,IQQ,LSC,LATAM,138165,CLP
2025-07-31,CJC,IQQ,Sky,105682,CLP
2025-07-16,IQQ,SCL,LATAM,57641,CLP
2025-07-25,IQQ,PMC,Sky,18881,CLP
2025-07-14,SCL,IQQ,JetSmart,112956,CLP
2025-08-11,PMC,CJC,JetSmart,51919,CLP
2025-08-15,IQQ,LSC,Sky,137424,CLP
2025-07-20,ANF,PMC,JetSmart,136301,CLP
2025-08-03,ANF,SCL,LATAM,36185,CLP
2025-07-28,CJC,ANF,Sky,42784,CLP
2025-08-03,SCL,IQQ,JetSmart,149368,CLP
2025-07-30,CJC,PMC,Sky,81248,CLP
2025-08-10,LSC,SCL,LATAM,144555,CLP
2025-08-03,IQQ,CJC,JetSmart,32243,CLP
2025-07-06,ANF,LSC,Sky,48695,CLP
2025-07-07,PMC,CJC,LATAM,30940,CLP
2025-08-04,CJC,ANF,Sky,115507,CLP
2025-08-11,PMC,IQQ,JetSmart,122756,CLP
2025-07-15,ANF,LSC,JetSmart,101864,CLP
2025-08-07,CJC,ANF,Sky,19936,CLP
2025-08-06,LSC,CJC,Sky,99418,CLP
2025-08-05,CJC,PMC,LATAM,84538,CLP
2025-07-20,CJC,ANF,JetSmart,115748,CLP
2025-07-23,ANF,SCL,JetSmart,105986,CLP
2025-07-23,IQQ,CJC,LATAM,76484,CLP
2025-07-29,CJC,ANF,LATAM,42932,CLP
2025-08-15,SCL,CJC,LATAM,23200,CLP
2025-08-06,IQQ,CJC,JetSmart,43747,CLP
2025-07-18,IQQ,ANF,LATAM,116002,CLP
2025-07-22,LSC,CJC,JetSmart,16463,CLP
2025-08-03,PMC,CJC,Sky,47814,CLP
2025-08-14,IQQ,ANF,Sky,120276,CLP
2025-07-18,ANF,CJC,Sky,106865,CLP
2025-07-03,PMC,IQQ,LATAM,124671,CLP
2025-08-04,LSC,IQQ,LATAM,122841,CLP
2025-08-04,ANF,CJC,JetSmart,81554,CLP
2025-08-12,CJC,IQQ,LATAM,104422,CLP
2025-08-10,LSC,IQQ,JetSmart,38233,CLP
2025-07-12,IQQ,SCL,JetSmart,58748,CLP
2025-07-29,PMC,CJC,JetSmart,127925,CLP
2025-08-06,SCL,ANF,LATAM,29931,CLP
2025-08-14,ANF,LSC,Sky,61552,CLP
2025-07-20,SCL,LSC,JetSmart,136634,CLP
2025-07-15,PMC,IQQ,JetSmart,142993,CLP
2025-08-12,LSC,SCL,LATAM,125624,CLP
2025-07-13,SCL,PMC,LATAM,22946,CLP
2025-07-17,ANF,PMC,JetSmart,146385,CLP
2025-08-08,IQQ,LSC,JetSmart,136360,CLP
2025-07-04,SCL,LSC,LATAM,27178,CLP
2025-07-07,CJC,ANF,LATAM,55262,CLP
2025-07-22,SCL,CJC,JetSmart,146230,CLP
2025-07-14,PMC,CJC,JetSmart,131310,CLP
2025-08-06,LSC,PMC,JetSmart,120906,CLP
2025-07-10,ANF,IQQ,JetSmart,58278,CLP
2025-08-09,PMC,SCL,JetSmart,97490,CLP
2025-07-01,ANF,LSC,JetSmart,71119,CLP
2025-07-09,PMC,IQQ,JetSmart,130902,CLP
2025-07-16,PMC,IQQ,Sky,44256,CLP
2025-07-12,SCL,CJC,JetSmart,115090,CLP
2025-08-12,LSC,CJC,JetSmart,94019,CLP
2025-07-18,SCL,ANF,Sky,96846,CLP
2025-07-22,CJC,LSC,JetSmart,62812,CLP
2025-07-19,LSC,SCL,LATAM,53388,CLP
2025-07-18,ANF,LSC,JetSmart,124363,CLP
2025-07-01,ANF,SCL,LATAM,22246,CLP
2025-08-09,ANF,PMC,Sky,104923,CLP
2025-08-05,ANF,LSC,Sky,118677,CLP
2025-07-07,IQQ,PMC,JetSmart,117925,CLP
2025-07-20,ANF,IQQ,LATAM,148355,CLP
2025-07-23,PMC,ANF,LATAM,147334,CLP
2025-07-08,CJC,PMC,JetSmart,112427,CLP
2025-07-05,LSC,CJC,JetSmart,140820,CLP
2025-07-31,IQQ,SCL,JetSmart,49260,CLP
2025-08-06,ANF,IQQ,Sky,89353,CLP
2025-07-18,LSC,IQQ,JetSmart,47906,CLP
2025-07-29,LSC,PMC,LATAM,61791,CLP
2025-08-04,ANF,IQQ,JetSmart,28611,CLP
2025-07-19,IQQ,LSC,Sky,47529,CLP
2025-07-03,SCL,LSC,LATAM,73905,CLP
2025-07-27,PMC,ANF,Sky,55819,CLP
2025-08-02,LSC,SCL,JetSmart,53252,CLP
2025-07-06,SCL,LSC,Sky,81452,CLP
2025-07-19,IQQ,ANF,JetSmart,105557,CLP
2025-07-18,LSC,IQQ,Sky,89298,CLP
2025-07-16,PMC,ANF,JetSmart,39004,CLP
2025-08-13,ANF,LSC,Sky,28789,CLP
2025-07-03,SCL,IQQ,JetSmart,69555,CLP
2025-07-23,SCL,ANF,JetSmart,126257,CLP
2025-07-10,PMC,IQQ,LATAM,58809,CLP
2025-08-04,PMC,LSC,LATAM,144753,CLP
2025-07-26,IQQ,ANF,JetSmart,84357,CLP
2025-08-08,CJC,SCL,JetSmart,97283,CLP
2025-08-06,PMC,CJC,Sky,41893,CLP
2025-07-03,SCL,LSC,LATAM,45456,CLP
2025-08-13,LSC,ANF,JetSmart,19610,CLP
2025-08-07,IQQ,SCL,LATAM,101345,CLP
2025-07-10,CJC,PMC,LATAM,16169,CLP
2025-07-09,SCL,IQQ,LATAM,28142,CLP
2025-08-01,SCL,LSC,Sky,113608,CLP
2025-07-08,ANF,PMC,LATAM,43211,CLP
2025-07-29,ANF,IQQ,JetSmart,99386,CLP
2025-08-01,SCL,ANF,Sky,90992,CLP
2025-07-18,SCL,CJC,LATAM,101787,CLP
2025-07-10,CJC,LSC,LATAM,125761,CLP
2025-07-01,ANF,PMC,JetSmart,65367,CLP
2025-07-22,PMC,CJC,JetSmart,31761,CLP
2025-07-17,PMC,SCL,LATAM,19943,CLP
2025-08-05,ANF,LSC,Sky,137924,CLP
2025-08-02,CJC,ANF,Sky,71639,CLP
2025-08-01,PMC,IQQ,LATAM,28317,CLP
2025-07-31,PMC,ANF,LATAM,30892,CLP
2025-07-02,CJC,IQQ,JetSmart,83986,CLP
2025-07-08,PMC,CJC,JetSmart,121699,CLP
2025-08-15,CJC,SCL,JetSmart,95611,CLP
2025-08-13,IQQ,LSC,Sky,103773,CLP
2025-08-15,CJC,PMC,Sky,60363,CLP
2025-08-08,PMC,CJC,LATAM,100314,CLP
2025-07-04,SCL,CJC,LATAM,141197,CLP
2025-07-06,LSC,PMC,LATAM,16666,CLP
2025-07-03,PMC,ANF,JetSmart,74109,CLP
2025-08-07,IQQ,SCL,Sky,75717,CLP
2025-08-06,LSC,CJC,JetSmart,132033,CLP
2025-07-22,ANF,CJC,LATAM,79664,CLP
2025-07-08,PMC,ANF,Sky,145054,CLP
2025-07-01,IQQ,CJC,LATAM,24377,CLP
2025-08-10,IQQ,PMC,Sky,57765,CLP
2025-07-29,PMC,CJC,LATAM,25800,CLP
2025-08-03,SCL,ANF,JetSmart,130626,CLP
2025-07-10,ANF,LSC,Sky,94963,CLP
2025-07-18,LSC,ANF,JetSmart,143640,CLP
2025-08-01,ANF,SCL,Sky,100882,CLP
2025-08-04,ANF,SCL,JetSmart,118987,CLP
2025-08-11,PMC,LSC,Sky,101286,CLP
2025-08-15,PMC,CJC,LATAM,137933,CLP
2025-07-07,SCL,CJC,LATAM,58068,CLP
2025-07-04,ANF,CJC,Sky,143340,CLP
2025-07-25,LSC,ANF,Sky,131135,CLP
2025-07-31,PMC,ANF,Sky,25923,CLP
2025-07-17,LSC,IQQ,JetSmart,44409,CLP
2025-07-26,LSC,ANF,Sky,59606,CLP
2025-08-15,CJC,SCL,Sky,66605,CLP
2025-07-18,IQQ,PMC,JetSmart,95636,CLP
2025-07-12,PMC,SCL,LATAM,46848,CLP
2025-07-04,PMC,SCL,JetSmart,58092,CLP
2025-07-12,SCL,ANF,Sky,99246,CLP
2025-08-13,IQQ,SCL,JetSmart,113693,CLP
2025-07-31,IQQ,PMC,JetSmart,53459,CLP
2025-07-29,SCL,CJC,JetSmart,38604,CLP
2025-07-24,PMC,SCL,LATAM,133199,CLP
2025-07-20,IQQ,SCL,Sky,45046,CLP
2025-07-26,PMC,IQQ,JetSmart,67788,CLP
2025-07-26,CJC,IQQ,Sky,99142,CLP
2025-07-04,CJC,IQQ,LATAM,99714,CLP
2025-07-07,ANF,SCL,LATAM,15292,CLP
2025-07-05,CJC,LSC,Sky,87539,CLP
2025-07-15,IQQ,SCL,JetSmart,33482,CLP
2025-07-16,ANF,PMC,LATAM,16404,CLP
2025-08-09,LSC,PMC,JetSmart,66723,CLP
2025-07-07,IQQ,LSC,Sky,58069,CLP
2025-07-03,PMC,LSC,Sky,65799,CLP
2025-07-06,ANF,IQQ,JetSmart,142002,CLP
2025-07-10,CJC,LSC,LATAM,141685,CLP
2025-07-27,IQQ,ANF,JetSmart,104848,CLP
2025-08-11,ANF,IQQ,LATAM,89840,CLP
2025-08-06,PMC,IQQ,LATAM,69114,CLP
2025-08-12,ANF,CJC,Sky,28582,CLP
2025-07-23,PMC,IQQ,Sky,98836,CLP
2025-07-30,PMC,ANF,Sky,31180,CLP
2025-07-26,CJC,SCL,JetSmart,43087,CLP
2025-07-21,PMC,ANF,LATAM,55899,CLP
2025-07-08,LSC,SCL,Sky,112789,CLP
2025-08-02,ANF,SCL,LATAM,117576,CLP
2025-08-03,PMC,IQQ,LATAM,82682,CLP
2025-07-29,CJC,IQQ,Sky,53356,CLP
2025-07-24,IQQ,CJC,LATAM,110509,CLP
2025-08-08,ANF,SCL,JetSmart,78828,CLP
2025-07-13,ANF,IQQ,Sky,38950,CLP
2025-07-26,LSC,ANF,LATAM,80107,CLP
2025-08-01,PMC,ANF,JetSmart,39548,CLP
2025-07-01,SCL,ANF,LATAM,107928,CLP
2025-08-02,ANF,CJC,LATAM,69255,CLP
2025-07-25,CJC,LSC,LATAM,108313,CLP
2025-08-01,SCL,LSC,JetSmart,115500,CLP
2025-07-11,SCL,IQQ,Sky,136235,CLP
2025-07-04,CJC,IQQ,LATAM,129026,CLP
2025-07-26,LSC,IQQ,JetSmart,112780,CLP
2025-08-04,LSC,ANF,JetSmart,129510,CLP
2025-08-12,ANF,CJC,LATAM,46291,CLP
2025-07-03,LSC,IQQ,LATAM,108215,CLP
2025-07-08,IQQ,LSC,LATAM,127014,CLP
2025-08-01,CJC,PMC,Sky,21008,CLP
2025-07-02,SCL,CJC,Sky,125612,CLP
2025-08-14,SCL,LSC,LATAM,74654,CLP
2025-08-14,ANF,PMC,LATAM,111270,CLP
2025-08-10,LSC,SCL,Sky,27993,CLP
2025-07-27,SCL,IQQ,JetSmart,99201,CLP
2025-07-29,LSC,SCL,Sky,61598,CLP
2025-07-01,SCL,LSC,Sky,20730,CLP
2025-07-01,SCL,LSC,LATAM,20339,CLP
2025-07-24,LSC,PMC,JetSmart,106376,CLP
2025-08-01,ANF,CJC,JetSmart,67929,CLP
2025-08-14,ANF,LSC,Sky,49167,CLP
2025-07-19,ANF,LSC,LATAM,15753,CLP
2025-07-10,LSC,SCL,LATAM,55907,CLP
2025-07-15,LSC,IQQ,Sky,142495,CLP
